328,Dabtype,Innovative analyzing definition,Maria,492789.73,2016-12-09,Negotiating
329,Devify,Extended neutral contingency,Chris,151731.72,2016-07-10,ClosedLost
330,Pixonyx,Team-oriented discrete throughput,Chris,167263.29,2017-02-19,Developing
331,Dabtype,Persevering foreground instruction set,Maria,885205.20,2017-03-02,ClosedWon
332,Mydo,Phased object-oriented middleware,Chris,287634.01,2016-12-09,Negotiating
333,Jabberstorm,Focused upward-trending ability,Maria,699807.22,2017-02-12,Developing
334,Edgeblab,Programmable regional benchmark,Olivier,37144.57,2016-12-02,Developing
335,Tagtune,Expanded executive array,Olivier,298128.77,2016-12-06,Developing
336,Jayo,Re-contextualized client-server access,Olivier,527257.92,2016-08-06,Negotiating
337,Blogpad,Reactive next generation intranet,Bob,16913.49,2016-11-10,ClosedLost
338,Leexo,Synergized bottom-line analyzer,Maria,140632.55,2017-01-31,ClosedLost
339,Photofeed,Multi-tiered maximized initiative,Chris,2213.40,2016-07-17,Negotiating
340,Eayo,Persistent scalable software,Bob,386415.29,2017-02-18,ClosedWon
341,Jaxworks,Proactive attitude-oriented process improvement,Maria,704395.87,2016-08-23,Negotiating
342,Realcube,Total high-level standardization,Olivier,862856.58,2017-02-03,ClosedWon
343,Gabtype,User-centric scalable encryption,Bob,336453.75,2016-07-01,Developing
344,Riffpedia,Up-sized analyzing hardware,Chris,865402.70,2016-11-10,Negotiating
345,Jabbercube,Persistent composite customer loyalty,Chris,712679.31,2016-10-08,Prospecting
346,Mybuzz,Secured hybrid capacity,Bill,553700.73,2017-01-23,Prospecting
347,Photobug,Inverse national hardware,Olivier,899388.20,2016-07-07,ClosedWon
348,Skipstorm,Balanced content-based leverage,Maria,814277.05,2016-09-23,ClosedWon
349,Gabspot,Open-architected next generation toolset,Chris,353421.39,2016-08-13,ClosedWon
350,Realmix,Universal non-volatile solution,Bill,339214.45,2017-01-13,Developing
351,Roombo,Sharable transitional time-frame,Chris,431212.12,2016-10-12,Prospecting
352,Meevee,Sharable asymmetric emulation,Maria,607660.25,2016-12-11,ClosedWon
353,Linkbridge,Enterprise-wide next generation website,Olivier,754829.72,2016-11-14,ClosedWon
354,Trilith,User-friendly attitude-oriented open architecture,Chris,139009.38,2016-12-28,Prospecting
355,Meembee,Face to face bifurcated groupware,Bob,526391.74,2016-09-11,Negotiating
356,Skaboo,Triple-buffered high-level model,Olivier,745301.10,2016-07-16,ClosedLost
357,Latz,Total full-range knowledge user,Olivier,402980.57,2016-09-03,Prospecting
358,Oyoba,Advanced 24 hour conglomeration,Olivier,968372.99,2016-11-21,ClosedWon
359,Rhycero,Balanced 6th generation system engine,Olivier,155716.72,2017-02-16,Negotiating
360,Voonder,Self-enabling impactful access,Chris,695063.14,2016-11-14,Developing
361,Rhyloo,Total foreground pricing structure,Chris,101833.48,2017-03-04,Developing
362,Rooxo,Synergized reciprocal knowledge base,Maria,629837.08,2017-01-05,ClosedWon
363,Teklist,Quality-focused dedicated function,Bill,502510.13,2017-02-12,ClosedLost
364,Bubblebox,Cross-group maximized parallelism,Bill,356963.20,2016-09-01,Developing
365,Cogibox,Public-key tangible encoding,Bob,124143.96,2016-08-26,ClosedWon
366,Kwideo,Profound fault-tolerant website,Bill,346994.57,2016-07-07,Negotiating
367,Blogspan,Innovative motivating task-force,Bob,166941.60,2016-11-15,ClosedWon
368,Miboo,Organic bi-directional definition,Olivier,787140.53,2017-01-15,ClosedWon
369,Izio,Inverse transitional paradigm,Bill,667904.88,2016-08-13,ClosedWon
370,Katz,Customizable 4th generation toolset,Chris,350065.49,2017-03-06,Negotiating
371,Quinu,Seamless bandwidth-monitored matrix,Maria,558057.91,2016-10-11,Negotiating
372,Realfire,Progressive didactic monitoring,Olivier,953938.84,2016-11-21,ClosedWon
373,Plambee,Digitized 5th generation data-warehouse,Olivier,471347.48,2016-10-03,ClosedLost
374,Voonder,Seamless interactive capability,Chris,615207.56,2016-08-30,ClosedWon
375,Eadel,Networked human-resource challenge,Bob,570728.26,2017-02-28,ClosedWon
376,Lazzy,Advanced disintermediate circuit,Maria,407764.29,2016-08-13,ClosedLost
377,Dabvine,Triple-buffered secondary algorithm,Bob,459123.69,2016-08-05,Prospecting
378,Blognation,Phased dynamic throughput,Chris,506496.17,2016-08-16,ClosedWon
379,Quire,Organic needs-based matrix,Chris,370137.14,2017-02-26,Negotiating
380,Divavu,User-friendly 24/7 artificial intelligence,Maria,860965.52,2017-01-10,Developing
381,Meemm,Networked grid-enabled artificial intelligence,Bob,648507.39,2016-09-02,Prospecting
382,Yakitri,Diverse systemic open system,Maria,900791.91,2016-09-25,Negotiating
383,LiveZ,Visionary responsive strategy,Olivier,842770.88,2016-09-22,ClosedWon
384,Gabtune,Distributed bifurcated throughput,Chris,946908.02,2016-12-19,Prospecting
385,Cogibox,De-engineered analyzing workforce,Olivier,127374.55,2017-02-22,Prospecting
386,Shufflebeat,Cross-group uniform alliance,Maria,369632.82,2017-02-13,ClosedWon
387,Centidel,Upgradable contextually-based monitoring,Maria,931279.26,2017-03-23,Developing
388,Yabox,Intuitive multi-state complexity,Maria,890227.12,2016-10-24,Negotiating
389,Meevee,Pre-emptive fresh-thinking interface,Bob,672454.71,2016-12-07,ClosedWon
390,Blognation,Centralized radical customer loyalty,Olivier,768546.75,2016-10-05,Negotiating
391,Rooxo,Cross-platform empowering parallelism,Bill,872516.00,2016-10-19,ClosedLost
392,Meeveo,Diverse actuating service-desk,Olivier,140604.39,2016-10-18,Developing
393,Edgetag,Sharable hybrid infrastructure,Chris,332619.13,2017-02-24,Negotiating
394,Jayo,Organized mobile open architecture,Maria,116090.78,2017-02-05,Negotiating
395,Skibox,Inverse actuating extranet,Bill,951160.19,2017-01-03,ClosedLost
396,Snaptags,Seamless background matrices,Bob,531991.63,2016-08-02,ClosedWon
397,Mynte,Digitized client-driven intranet,Chris,253780.50,2017-02-22,ClosedLost
398,Minyx,Programmable coherent product,Bill,830787.64,2016-08-11,Developing
399,Vinte,Digitized 24/7 algorithm,Olivier,765948.39,2016-09-03,ClosedWon
400,Centidel,Networked directional array,Bob,396967.50,2016-09-12,ClosedWon
401,Zoomcast,Implemented solution-oriented open system,Chris,634822.74,2016-12-22,Developing
402,Kare,Expanded demand-driven middleware,Maria,6915.79,2017-02-10,Prospecting
403,Buzzdog,Expanded 3rd generation service-desk,Maria,55565.86,2017-03-15,Negotiating
404,Realbridge,Enhanced bandwidth-monitored superstructure,Chris,534731.45,2016-10-02,Developing
405,Kwinu,Visionary discrete complexity,Maria,666354.22,2016-09-26,Developing
406,Quire,Sharable fault-tolerant hub,Bob,447011.54,2016-07-21,ClosedWon
407,Yata,Optional foreground interface,Maria,397482.36,2016-07-19,ClosedWon
408,Realpoint,Realigned zero administration middleware,Olivier,276849.21,2017-02-25,ClosedLost
409,Youfeed,Organized directional info-mediaries,Bob,497881.19,2017-03-11,Developing
410,Skidoo,Multi-layered homogeneous middleware,Chris,587958.66,2016-10-30,ClosedWon
411,Jetwire,Open-source clear-thinking contingency,Maria,825790.21,2017-02-04,Developing
412,Blogpad,Distributed local forecast,Maria,580488.98,2016-07-13,ClosedWon
413,Aibox,Universal real-time monitoring,Bill,948772.36,2016-09-22,ClosedWon
414,Tazz,Persistent radical contingency,Bob,606492.78,2016-07-21,ClosedLost
415,Edgepulse,Networked clear-thinking neural-net,Maria,150550.82,2016-11-24,ClosedLost
416,Agivu,Synergized bottom-line support,Maria,425356.72,2016-10-16,Prospecting
417,Mydeo,Profound tangible concept,Olivier,699620.07,2016-09-25,ClosedLost
418,Centimia,Adaptive dynamic migration,Bob,901191.75,2017-01-30,Developing
419,Youfeed,Universal mission-critical support,Bob,801933.92,2016-10-28,ClosedWon
420,Pixope,Re-engineered homogeneous hub,Bill,653995.86,2016-09-24,Negotiating
421,Babbleset,Upgradable disintermediate capability,Olivier,998611.46,2016-12-30,ClosedLost
422,Skimia,Progressive static definition,Bob,501003.04,2017-03-21,ClosedWon
423,Skalith,Innovative scalable framework,Chris,661047.90,2016-12-03,Prospecting
424,Skinte,Customizable bandwidth-monitored success,Olivier,154609.96,2016-08-17,Negotiating
425,Flashspan,Pre-emptive radical adapter,Bob,100101.21,2016-09-28,Prospecting
426,Zoombeat,Object-based incremental array,Bob,332832.57,2017-01-24,Prospecting
427,Mymm,Object-based maximized synergy,Bill,474239.79,2016-07-09,Negotiating
428,Tekfly,Enhanced stable open system,Bob,931626.06,2016-08-15,ClosedWon
429,Trilia,Pre-emptive motivating utilisation,Olivier,222090.11,2017-02-01,Negotiating
430,Realcube,Persevering holistic internet solution,Bill,194369.53,2016-10-14,Negotiating
431,Meeveo,Inverse client-server archive,Chris,443692.39,2016-11-01,ClosedWon
432,Topicshots,Sharable leading edge support,Olivier,951146.12,2016-10-21,Negotiating
433,Dabjam,Ergonomic bandwidth-monitored capability,Bill,619808.29,2016-10-20,Developing
434,Quimba,Integrated systematic initiative,Chris,522969.45,2016-08-15,ClosedLost
435,Eayo,De-engineered grid-enabled infrastructure,Chris,962684.59,2016-10-30,ClosedLost
436,Oloo,Enhanced zero administration internet solution,Bill,561805.80,2016-07-25,Negotiating
437,Twimbo,Quality-focused motivating strategy,Chris,589992.51,2016-10-08,Prospecting
438,Jaxbean,De-engineered homogeneous artificial intelligence,Bill,92111.47,2017-03-29,Prospecting
439,Katz,Focused maximized approach,Maria,589041.06,2017-01-06,ClosedWon
440,Chatterpoint,Function-based asymmetric internet solution,Maria,549449.82,2016-07-25,ClosedWon
441,Midel,Persistent multi-state contingency,Chris,9818.89,2016-09-12,Negotiating
442,Eidel,Horizontal national forecast,Maria,790833.54,2016-12-12,Negotiating
443,Trilia,Function-based high-level process improvement,Bill,885270.81,2016-12-10,Developing
444,Eimbee,Robust interactive attitude,Chris,291285.27,2017-01-12,ClosedWon
445,Snaptags,Cross-platform systemic parallelism,Maria,310095.19,2017-01-16,ClosedLost
446,Twiyo,Devolved uniform capability,Olivier,818399.65,2016-08-04,Developing
447,Vinder,Open-architected demand-driven system engine,Olivier,831226.77,2017-02-25,Negotiating
448,Eayo,Advanced tertiary hardware,Chris,180537.54,2016-11-17,Prospecting
449,Avamba,Multi-lateral contextually-based approach,Maria,435168.53,2016-08-06,ClosedWon
450,Twitternation,Down-sized stable structure,Chris,878026.37,2016-08-14,ClosedLost
451,Twinte,Face to face zero administration website,Chris,36301.05,2016-11-27,Negotiating
452,Zooxo,Adaptive tertiary productivity,Bob,776290.67,2017-02-12,Negotiating
453,Photobean,Reduced secondary parallelism,Maria,847146.74,2016-09-23,ClosedLost
454,Voomm,Pre-emptive heuristic capacity,Bob,411920.51,2016-09-23,Developing
455,Kazu,Centralized asynchronous support,Olivier,318359.94,2016-08-30,Negotiating
456,Abata,Cloned composite service-desk,Bill,161086.82,2016-10-14,Prospecting
457,Dynazzy,Organized asymmetric orchestration,Bob,885101.53,2016-12-24,Prospecting
458,Fivespan,Ergonomic contextually-based intranet,Bob,224823.06,2016-09-11,Prospecting
459,Voonix,Open-source upward-trending monitoring,Bob,747937.76,2017-03-05,ClosedLost
460,Trilia,Expanded motivating knowledge base,Olivier,839615.73,2017-01-16,Prospecting
461,Cogidoo,Synergized asynchronous intranet,Olivier,360466.01,2016-08-04,Prospecting
462,Lazzy,Synergized leading edge policy,Chris,998864.47,2016-11-19,Negotiating
463,Topiclounge,Optional upward-trending core,Maria,57043.56,2016-07-25,ClosedWon
464,Gabvine,Intuitive 24/7 Graphical User Interface,Olivier,733596.01,2016-09-01,ClosedWon
465,Gabcube,Pre-emptive zero defect model,Olivier,717859.79,2016-12-23,Developing
466,Vidoo,Focused analyzing intranet,Bill,709002.65,2016-09-12,ClosedLost
467,Voomm,Multi-lateral non-volatile database,Olivier,239556.12,2016-12-30,Developing
468,Kamba,Face to face zero defect projection,Olivier,456413.69,2017-02-12,ClosedLost
469,Buzzbean,Decentralized next generation core,Chris,946992.57,2016-10-22,ClosedLost
470,Yotz,Configurable disintermediate pricing structure,Bob,541282.70,2016-11-29,Negotiating
471,Tagtune,Seamless optimal array,Bill,816531.53,2017-03-18,ClosedWon
472,Browseblab,Open-source grid-enabled groupware,Bill,522916.81,2016-07-14,ClosedWon
473,Brightbean,Integrated didactic firmware,Maria,727149.05,2016-11-18,Developing
474,Meevee,Compatible actuating Graphical User Interface,Olivier,986476.49,2016-11-27,Prospecting
475,Voolia,Distributed upward-trending installation,Bill,221214.83,2016-11-30,Prospecting
476,Katz,Profit-focused bi-directional product,Chris,386989.36,2016-09-24,Prospecting
477,Skidoo,Business-focused composite conglomeration,Bill,111457.92,2016-07-20,Prospecting
478,Skiptube,Total intangible data-warehouse,Chris,845769.56,2017-03-24,Negotiating
479,Realfire,Right-sized 5th generation forecast,Olivier,96455.67,2017-01-18,Negotiating
480,Photolist,Profit-focused eco-centric emulation,Bill,97225.67,2016-12-03,Negotiating
481,Trilith,Optimized intermediate monitoring,Maria,111724.39,2016-10-30,Prospecting
482,Dynabox,Programmable clear-thinking success,Bill,500029.12,2016-11-06,Prospecting
483,Browsebug,Cross-platform bi-directional orchestration,Maria,841433.73,2016-12-31,Prospecting
484,Voolith,Realigned dedicated product,Maria,524861.93,2017-03-02,Developing
485,Yakitri,Re-contextualized impactful interface,Olivier,528222.23,2016-10-27,Negotiating
486,Youfeed,Assimilated upward-trending collaboration,Bob,517183.21,2016-10-30,ClosedWon
487,Avamm,Visionary motivating monitoring,Chris,270730.12,2016-09-13,ClosedLost
488,InnoZ,Synergistic discrete focus group,Chris,617964.20,2016-08-10,Prospecting
489,Zava,Ameliorated interactive local area network,Olivier,164390.17,2016-11-14,Negotiating
490,Mynte,Object-based high-level implementation,Bob,338631.34,2016-07-20,Prospecting
491,Flashset,Advanced neutral data-warehouse,Olivier,414546.49,2017-02-02,Negotiating
492,Topdrive,User-friendly needs-based forecast,Bob,890671.01,2016-09-24,ClosedLost
493,Skyndu,Synergized responsive productivity,Bob,770165.12,2017-03-24,ClosedWon
494,Mynte,Front-line 24 hour policy,Bill,688888.25,2016-07-30,ClosedLost
495,Gabvine,Fully-configurable human-resource system engine,Maria,631969.70,2017-01-27,ClosedWon
496,Flipopia,Multi-channelled national implementation,Chris,672563.74,2016-12-09,Developing
497,LiveZ,Customizable 24/7 strategy,Chris,160743.73,2017-01-11,Prospecting
498,Fivespan,Vision-oriented attitude-oriented strategy,Bob,432695.27,2017-03-10,Negotiating
499,Meedoo,Function-based optimal access,Olivier,500600.98,2016-10-14,Prospecting
500,Realmix,Ameliorated homogeneous application,Chris,36259.87,2016-11-14,Negotiating
501,Thoughtstorm,Open-architected didactic framework,Maria,803679.40,2017-03-02,ClosedWon
502,Wikibox,Adaptive incremental parallelism,Chris,89053.66,2016-11-09,Prospecting
503,Tambee,Automated non-volatile Graphic Interface,Bob,469274.37,2016-08-25,Developing
504,Kayveo,Universal zero tolerance portal,Maria,620206.39,2016-09-28,Prospecting
505,Centidel,Configurable fresh-thinking neural-net,Bob,677983.45,2017-02-16,ClosedLost
506,Voonix,Programmable asynchronous methodology,Bill,755417.21,2016-08-03,Developing
507,Divavu,Polarised background interface,Bob,560932.46,2016-07-14,Negotiating
508,Dabtype,Pre-emptive motivating extranet,Bill,394161.96,2016-10-15,ClosedWon
509,Digitube,Fully-configurable empowering capacity,Bill,311411.45,2016-08-02,ClosedLost
510,Photojam,User-centric attitude-oriented application,Olivier,890382.19,2016-07-14,Negotiating
511,Yotz,Intuitive real-time function,Olivier,750067.67,2017-02-17,Prospecting
512,Voonix,Innovative secondary capacity,Bill,327927.55,2016-07-14,ClosedLost
513,Skalith,User-friendly upward-trending application,Bob,270994.91,2016-09-25,Negotiating
514,Tagfeed,Multi-tiered modular encryption,Bill,936893.06,2017-03-25,Developing
515,Innotype,Face to face well-modulated benchmark,Maria,924933.40,2016-09-13,Prospecting
516,Realbridge,Synergized web-enabled groupware,Olivier,249923.28,2017-03-29,Negotiating
517,Twimm,Profit-focused didactic middleware,Bill,621834.06,2016-07-03,Negotiating
518,Wikivu,Synergistic asymmetric portal,Maria,121344.47,2017-01-25,ClosedLost
519,Eare,Focused heuristic Graphical User Interface,Bob,519474.54,2016-08-27,Prospecting
520,Jaxspan,Managed asymmetric projection,Maria,795293.33,2016-10-26,Prospecting
521,Einti,Managed even-keeled standardization,Bill,57574.36,2016-07-07,ClosedWon
522,Topiczoom,Ameliorated cohesive hub,Chris,507110.41,2017-03-28,ClosedLost
523,Shuffletag,Realigned mission-critical portal,Bill,674577.40,2016-07-12,Prospecting
524,Skimia,Stand-alone client-server local area network,Chris,961513.59,2016-10-01,ClosedWon
525,Cogidoo,Reduced fresh-thinking encryption,Chris,147667.00,2017-02-17,Negotiating
526,Brainlounge,Fully-configurable responsive parallelism,Olivier,196593.33,2016-10-21,ClosedLost
527,Skinix,Compatible real-time process improvement,Chris,449709.65,2016-07-27,Developing
528,Oyonder,Object-based 3rd generation frame,Maria,288468.36,2016-09-14,Developing
529,Dazzlesphere,Multi-tiered explicit leverage,Bill,509176.26,2016-10-06,Negotiating
530,Nlounge,Adaptive object-oriented core,Bob,733447.34,2017-03-29,Developing
531,Feedmix,Assimilated 4th generation frame,Bill,526102.77,2017-02-16,Developing
532,Kamba,Exclusive full-range migration,Bill,441950.32,2017-02-01,ClosedLost
533,Fadeo,Synergized even-keeled algorithm,Olivier,708328.60,2016-10-13,ClosedLost
534,Thoughtstorm,Function-based disintermediate success,Chris,521555.33,2017-02-17,Prospecting
535,Yabox,Reactive eco-centric benchmark,Maria,471173.93,2016-08-15,ClosedWon
536,Yoveo,Pre-emptive eco-centric open architecture,Chris,58797.25,2016-07-01,Developing
537,Agivu,Sharable 3rd generation installation,Chris,49567.37,2016-11-11,Developing
538,Aimbo,Multi-tiered value-added knowledge base,Olivier,550561.15,2017-01-14,Negotiating
539,Ailane,Business-focused content-based core,Chris,504376.44,2016-07-01,ClosedWon
540,Dabvine,Balanced bandwidth-monitored secured line,Maria,218451.65,2017-01-06,Negotiating
541,Brainverse,Universal bottom-line interface,Bob,594459.67,2017-02-19,Prospecting
542,Tazzy,Reduced actuating capacity,Chris,706893.05,2017-01-28,Prospecting
543,Edgeify,Configurable scalable superstructure,Bob,487378.90,2016-11-10,Prospecting
544,Npath,Synergized secondary architecture,Chris,255708.49,2016-10-10,ClosedWon
545,Izio,Function-based homogeneous access,Olivier,918770.61,2016-07-08,Negotiating
546,Zooxo,Devolved stable neural-net,Maria,226888.07,2017-03-13,Developing
547,Voomm,Enterprise-wide explicit instruction set,Maria,586913.76,2016-09-19,Prospecting
548,Eabox,Intuitive tertiary implementation,Olivier,328218.35,2016-12-01,Prospecting
549,Twitterworks,Right-sized 5th generation support,Maria,958367.19,2016-12-04,ClosedWon
550,Ntags,Realigned multi-tasking pricing structure,Maria,826087.28,2016-07-23,ClosedLost
551,Yodo,Networked radical local area network,Maria,622854.60,2016-11-30,Prospecting
552,Trupe,Fundamental intermediate model,Maria,748727.51,2016-11-06,ClosedWon
553,Plajo,Versatile impactful task-force,Maria,174520.05,2016-08-31,Prospecting
554,Jatri,Robust executive application,Chris,967378.10,2016-11-26,ClosedWon
555,Izio,Business-focused intangible database,Bill,830659.32,2016-11-03,Developing
556,Wikizz,User-friendly zero administration paradigm,Bob,401609.70,2016-09-11,Negotiating
557,Trupe,Horizontal zero defect definition,Chris,951581.60,2017-01-06,Prospecting
558,Podcat,Multi-lateral local implementation,Bill,665344.43,2017-03-23,Prospecting
559,Kazu,Polarised zero tolerance Graphical User Interface,Maria,729377.57,2017-03-11,ClosedWon
560,Meembee,Team-oriented radical product,Chris,508849.62,2017-01-31,ClosedLost
561,Buzzdog,Reduced intangible standardization,Bob,488299.16,2016-08-25,Developing
562,Centimia,Mandatory 4th generation moratorium,Maria,383876.22,2016-12-11,ClosedWon
563,Rooxo,Versatile well-modulated approach,Olivier,659940.58,2016-08-01,Developing
564,Realbuzz,Adaptive multi-state database,Bob,87163.04,2016-07-15,ClosedLost
565,Photobug,Face to face object-oriented structure,Olivier,981415.81,2016-08-13,ClosedLost
566,Zoozzy,Secured hybrid secured line,Bob,910643.99,2017-01-24,Developing
567,Edgewire,Front-line cohesive middleware,Maria,860834.75,2017-02-13,ClosedLost
568,Voolith,Universal attitude-oriented Graphic Interface,Bill,36540.79,2016-09-13,Prospecting
569,Yodo,Optimized explicit model,Chris,934074.71,2016-07-03,Negotiating
570,Oodoo,Team-oriented 3rd generation support,Bill,917166.46,2017-02-26,ClosedWon
571,Skinder,Synergistic optimizing matrix,Bob,154061.65,2016-10-18,Negotiating
572,Camido,Realigned bi-directional success,Bill,647629.15,2017-01-06,Prospecting
573,Tagcat,Sharable interactive challenge,Olivier,535132.81,2016-09-22,Developing
574,Cogibox,Down-sized clear-thinking internet solution,Bill,56372.41,2016-09-04,ClosedWon
575,Jabberbean,Cross-group interactive capacity,Chris,652499.07,2016-09-04,ClosedLost
576,Leenti,Horizontal zero defect access,Olivier,790560.48,2016-08-22,ClosedLost
577,Dynabox,Open-architected encompassing circuit,Olivier,515466.87,2016-07-12,ClosedWon
578,Riffpath,Enterprise-wide encompassing archive,Chris,959965.66,2016-09-26,ClosedWon
579,Jetwire,Devolved methodical matrices,Chris,605938.86,2016-08-30,ClosedWon
580,Skimia,Reduced intangible firmware,Bill,332415.48,2017-02-12,ClosedLost
581,Meembee,Proactive demand-driven matrices,Olivier,586038.08,2016-11-23,ClosedLost
582,Eimbee,Proactive dedicated internet solution,Chris,297594.18,2016-12-07,Prospecting
583,Divavu,Versatile homogeneous pricing structure,Bill,717578.07,2016-08-19,ClosedLost
584,Feedfire,Progressive encompassing monitoring,Chris,707946.94,2016-12-14,ClosedLost
585,Yodel,Down-sized executive complexity,Chris,98755.69,2017-01-17,Negotiating
586,Cogidoo,Adaptive systemic access,Maria,183889.10,2017-01-30,ClosedWon
587,Demizz,Mandatory zero defect productivity,Bob,735528.48,2016-12-22,Developing
588,Feedfire,De-engineered executive intranet,Bill,233830.63,2016-12-03,Negotiating
589,Tanoodle,Self-enabling multi-state interface,Maria,351527.37,2017-03-24,Developing
590,Feednation,Advanced tangible info-mediaries,Maria,22176.82,2016-07-19,Prospecting
591,Buzzdog,Cross-group client-server budgetary management,Maria,466120.60,2017-02-07,Negotiating
592,Ainyx,User-centric zero defect parallelism,Bill,241217.74,2017-03-16,ClosedWon
593,Youbridge,Mandatory optimal encoding,Bob,356613.36,2016-12-13,ClosedWon
594,Eidel,Customer-focused stable Graphical User Interface,Bob,453972.44,2016-09-18,ClosedLost
595,Topicware,Devolved executive archive,Bill,364053.76,2016-11-15,ClosedWon
596,Photolist,Versatile intermediate moratorium,Olivier,375136.39,2017-03-18,Prospecting
597,Omba,Enhanced multimedia hardware,Bob,286405.71,2016-12-08,Negotiating
598,Thoughtblab,Configurable full-range secured line,Maria,210790.64,2016-08-07,Negotiating
599,InnoZ,Upgradable static flexibility,Chris,910662.41,2016-07-11,Prospecting
600,Plajo,Visionary solution-oriented pricing structure,Olivier,669477.51,2017-02-09,Prospecting
601,Thoughtstorm,Future-proofed foreground architecture,Chris,361268.00,2016-12-03,Developing
602,Agimba,Expanded solution-oriented matrix,Maria,288974.84,2016-07-09,Developing
603,Wordware,Vision-oriented 6th generation protocol,Maria,782286.59,2016-10-10,Developing
604,Chatterbridge,User-centric client-driven info-mediaries,Bob,144140.34,2017-03-08,Prospecting
605,Mymm,Synergized bottom-line help-desk,Olivier,464525.55,2016-07-21,ClosedWon
606,Roombo,Automated dynamic moderator,Bob,303249.30,2016-09-03,ClosedWon
607,Rhycero,Exclusive stable functionalities,Bill,353926.44,2016-07-20,Negotiating
608,Dabvine,Expanded neutral core,Bob,481509.25,2016-08-14,ClosedLost
609,Realcube,Ameliorated full-range monitoring,Maria,664247.88,2017-03-22,ClosedWon
610,Edgewire,Balanced client-server hierarchy,Maria,508730.64,2017-02-27,Negotiating
611,Skimia,Devolved human-resource migration,Olivier,283981.29,2017-02-02,Prospecting
612,Zoombox,Triple-buffered hybrid protocol,Bill,589643.95,2016-11-06,Developing
613,Reallinks,Automated next generation superstructure,Bill,672047.92,2016-09-10,Prospecting
614,Yozio,Cloned stable superstructure,Olivier,145631.83,2017-03-22,Negotiating
615,Skyndu,Operative client-driven parallelism,Maria,465974.16,2017-01-23,Negotiating
616,Kamba,Realigned motivating capacity,Chris,627741.05,2016-07-26,ClosedLost
617,Feedmix,Enterprise-wide intermediate core,Bill,157224.30,2016-10-21,ClosedLost
618,Skidoo,Profound cohesive access,Maria,166779.34,2016-11-23,Prospecting
619,Skaboo,Realigned homogeneous product,Chris,270273.08,2017-03-28,ClosedWon
620,Bubblebox,Robust didactic product,Olivier,537070.27,2016-12-29,ClosedLost
621,Cogidoo,Fundamental grid-enabled encryption,Olivier,888316.15,2016-09-17,Developing
622,Blogspan,Right-sized context-sensitive core,Bill,807917.37,2017-02-19,Developing
623,Thoughtstorm,Re-engineered executive complexity,Bob,648136.00,2016-07-01,Prospecting
624,Zoombox,Quality-focused radical functionalities,Bob,171920.29,2016-08-25,ClosedLost
625,Aimbu,User-centric uniform algorithm,Maria,633107.34,2017-02-22,Prospecting
626,Ooba,Stand-alone zero tolerance database,Bill,312730.14,2017-01-18,ClosedWon
627,Kwinu,Re-contextualized background methodology,Bill,508889.75,2017-03-06,ClosedLost
628,Devbug,Managed context-sensitive hardware,Bob,224881.67,2016-11-05,Prospecting
629,Quaxo,Right-sized user-facing matrices,Maria,550185.27,2017-03-30,Negotiating
630,Trupe,Cross-group upward-trending pricing structure,Bill,705955.67,2016-10-16,ClosedWon
631,Ooba,Up-sized incremental groupware,Maria,26599.84,2016-11-09,ClosedLost
632,Ooba,Down-sized well-modulated database,Bob,396634.28,2016-10-04,Negotiating
633,Jabbersphere,Stand-alone dedicated customer loyalty,Bill,828258.64,2016-08-10,Prospecting
634,Zoombeat,Front-line secondary open system,Bill,356111.83,2016-10-21,ClosedWon
635,Divavu,Future-proofed coherent moratorium,Maria,788447.25,2016-07-01,Prospecting
636,Babbleset,Right-sized bottom-line customer loyalty,Olivier,908336.58,2016-09-06,Prospecting
637,Thoughtbridge,Mandatory scalable hardware,Chris,764433.41,2016-12-04,Developing
638,Yoveo,Networked optimizing middleware,Chris,981410.02,2016-07-17,ClosedLost
639,Eidel,Sharable real-time data-warehouse,Olivier,641189.59,2016-09-17,Negotiating
640,Tagopia,Organized maximized leverage,Chris,16834.11,2017-01-29,ClosedLost
641,Geba,Extended human-resource service-desk,Chris,821021.06,2017-03-19,Developing
642,Tazzy,Total heuristic analyzer,Bill,229038.91,2016-07-19,Developing
643,Oyonder,Persistent even-keeled leverage,Maria,42923.33,2016-09-23,Developing
644,DabZ,Synergized asynchronous complexity,Olivier,901984.43,2016-10-09,Developing
645,Livetube,Expanded exuding encryption,Chris,47764.98,2016-08-24,Negotiating
646,Photojam,Cross-group radical paradigm,Bob,473612.46,2016-10-25,ClosedLost
647,Brightbean,Managed analyzing database,Bob,79600.80,2016-09-25,Negotiating
648,Divape,Cloned homogeneous flexibility,Olivier,348923.52,2016-07-18,ClosedLost
649,Centidel,Implemented systematic capability,Maria,704458.31,2016-10-30,ClosedLost
650,Wikivu,Focused interactive adapter,Olivier,548252.77,2016-12-05,Negotiating
651,Youspan,Progressive zero administration function,Chris,327191.18,2017-02-19,ClosedLost
652,Tanoodle,Public-key motivating standardization,Olivier,99283.67,2016-09-04,Developing
653,Aimbo,Visionary value-added strategy,Olivier,382100.88,2017-03-06,Prospecting
654,Aibox,Grass-roots homogeneous adapter,Chris,396084.71,2016-10-24,Prospecting
655,Cogidoo,Re-contextualized encompassing adapter,Olivier,826530.71,2016-12-16,ClosedLost
656,Linkbuzz,Distributed secondary core,Chris,6938.98,2016-09-09,Negotiating
657,Voonix,Networked 6th generation architecture,Bill,591613.87,2017-02-01,Developing
